ArticleId,SiteId,ZoneId,Date,Quantity,Price,CostPrice,ZoneName,SiteName,ArticleName
171979,6,1,2018-08-25,6,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
199219,8,2,2018-08-25,11,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
170295,5,1,2018-08-25,15,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
200838,8,2,2018-08-25,3,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
174022,7,2,2018-08-25,8,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
176139,7,2,2018-08-25,3,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
169281,7,2,2018-08-25,2,21.9,15.46,Supermarket,Pražská,MAGGI ASIA 118G INDIE SMAŽ.NUD
165811,5,1,2018-08-25,12,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
171979,5,1,2018-08-25,9,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
169281,6,1,2018-08-25,1,21.9,15.31,Hypermarket,Vídeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
172551,8,2,2018-08-25,19,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,6,1,2018-08-25,16,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
165811,6,1,2018-08-25,21,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
167108,7,2,2018-08-25,1,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
174022,8,2,2018-08-25,8,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
172551,4,1,2018-08-25,5,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,4,1,2018-08-25,6,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
199219,5,1,2018-08-26,6,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
170295,6,1,2018-08-26,1,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
171979,5,1,2018-08-26,4,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
167108,6,1,2018-08-26,2,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
167108,7,2,2018-08-26,5,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
170936,7,2,2018-08-26,5,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
167108,5,1,2018-08-26,2,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
200838,4,1,2018-08-26,11,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
170936,8,2,2018-08-26,27,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
200838,7,2,2018-08-26,1,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
176139,7,2,2018-08-26,5,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
172551,8,2,2018-08-26,8,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,5,1,2018-08-26,5,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
171979,8,2,2018-08-26,6,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
170936,4,1,2018-08-26,17,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
171979,4,1,2018-08-26,4,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
199219,8,2,2018-08-26,5,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
165811,6,1,2018-08-26,10,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
172551,4,1,2018-08-26,6,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
165811,4,1,2018-08-26,3,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
170295,8,2,2018-08-26,2,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
200838,8,2,2018-08-26,2,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
170069,7,2,2018-08-26,2,59.9,43.51,Supermarket,Pražská,JACOBS PORCE CAF.LATTÉ 250G
174022,7,2,2018-08-26,11,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
199219,6,1,2018-08-26,19,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
165811,8,2,2018-08-26,1,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
174022,8,2,2018-08-26,1,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
174022,5,1,2018-08-26,7,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
170295,4,1,2018-08-26,9,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
172551,5,1,2018-08-26,19,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
171979,7,2,2018-08-26,7,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
170069,4,1,2018-08-26,2,59.9,42.34,Hypermarket,Londýnská,JACOBS PORCE CAF.LATTÉ 250G
174022,4,1,2018-08-26,7,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
170936,5,1,2018-08-26,9,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
165811,7,2,2018-08-26,5,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
172551,6,1,2018-08-26,1,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172551,7,2,2018-08-26,28,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
199219,7,2,2018-08-26,34,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
165811,5,1,2018-08-26,15,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
176139,5,1,2018-08-26,1,214.0,142.0,Hypermarket,Belgická,"HRANOLKY B"" 1KG"""
172551,4,1,2018-08-27,11,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
171979,8,2,2018-08-27,8,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
172551,7,2,2018-08-27,6,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170936,4,1,2018-08-27,4,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
170295,7,2,2018-08-27,3,24.5,15.78,Supermarket,Pražská,BERLINKI 250G
174022,4,1,2018-08-27,12,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
165954,6,1,2018-08-27,9,8.7,5.87,Hypermarket,Vídeňská,LIPÁNEK UHT MLÉKO 250ML KAK
170295,8,2,2018-08-27,3,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
165811,8,2,2018-08-27,3,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
200838,4,1,2018-08-27,1,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
170295,4,1,2018-08-27,10,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
170936,5,1,2018-08-27,7,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
200838,5,1,2018-08-27,4,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
176139,7,2,2018-08-27,4,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
165811,4,1,2018-08-27,48,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
171979,4,1,2018-08-27,1,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
170936,8,2,2018-08-27,6,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
167108,6,1,2018-08-27,2,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
165954,7,2,2018-08-27,1,8.7,5.87,Supermarket,Pražská,LIPÁNEK UHT MLÉKO 250ML KAK
172551,6,1,2018-08-27,4,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,7,2,2018-08-27,11,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
171979,7,2,2018-08-27,2,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
172551,8,2,2018-08-27,16,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,6,1,2018-08-27,1,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
170936,7,2,2018-08-27,8,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
165811,6,1,2018-08-27,23,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
199219,8,2,2018-08-27,2,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
174022,5,1,2018-08-27,8,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
171979,5,1,2018-08-27,6,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
199219,5,1,2018-08-27,20,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
165811,5,1,2018-08-27,33,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
171979,6,1,2018-08-27,1,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
172551,5,1,2018-08-27,23,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
169281,8,2,2018-08-27,3,21.9,15.46,Supermarket,Plzeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
199219,6,1,2018-08-27,16,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
170295,6,1,2018-08-27,12,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
167108,4,1,2018-08-27,3,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
170069,8,2,2018-08-28,4,59.9,43.51,Supermarket,Plzeňská,JACOBS PORCE CAF.LATTÉ 250G
172551,6,1,2018-08-28,11,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
199219,5,1,2018-08-28,11,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
170295,8,2,2018-08-28,1,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
165954,4,1,2018-08-28,9,8.7,5.87,Hypermarket,Londýnská,LIPÁNEK UHT MLÉKO 250ML KAK
176139,8,2,2018-08-28,7,197.0,142.0,Supermarket,Plzeňská,"HRANOLKY B"" 1KG"""
174022,8,2,2018-08-28,4,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
170936,7,2,2018-08-28,12,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
199219,8,2,2018-08-28,18,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
171979,5,1,2018-08-28,4,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
200838,8,2,2018-08-28,10,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
165811,6,1,2018-08-28,13,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
170936,8,2,2018-08-28,14,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
165811,4,1,2018-08-28,7,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
170295,5,1,2018-08-28,2,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
199219,4,1,2018-08-28,16,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
174022,4,1,2018-08-28,23,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
174022,5,1,2018-08-28,10,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
167108,6,1,2018-08-28,1,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
176139,4,1,2018-08-28,2,214.0,142.0,Hypermarket,Londýnská,"HRANOLKY B"" 1KG"""
171979,4,1,2018-08-28,1,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
167108,4,1,2018-08-28,4,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
170069,4,1,2018-08-28,1,59.9,42.34,Hypermarket,Londýnská,JACOBS PORCE CAF.LATTÉ 250G
176139,7,2,2018-08-28,2,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
171979,7,2,2018-08-28,3,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
170069,7,2,2018-08-28,5,59.9,43.51,Supermarket,Pražská,JACOBS PORCE CAF.LATTÉ 250G
172671,4,1,2018-08-28,3,19.9,10.97,Hypermarket,Londýnská,GNOCCHI 40% 500G SPINACI
172551,8,2,2018-08-28,4,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170069,5,1,2018-08-28,7,59.9,42.34,Hypermarket,Belgická,JACOBS PORCE CAF.LATTÉ 250G
172551,5,1,2018-08-28,10,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
165954,7,2,2018-08-28,5,8.7,5.87,Supermarket,Pražská,LIPÁNEK UHT MLÉKO 250ML KAK
200838,5,1,2018-08-28,1,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
165811,5,1,2018-08-28,23,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
171979,8,2,2018-08-28,4,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
199219,7,2,2018-08-28,8,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
172671,6,1,2018-08-28,1,19.9,10.97,Hypermarket,Vídeňská,GNOCCHI 40% 500G SPINACI
169281,7,2,2018-08-28,2,21.9,15.46,Supermarket,Pražská,MAGGI ASIA 118G INDIE SMAŽ.NUD
199219,6,1,2018-08-28,19,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
170936,5,1,2018-08-28,5,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
174022,7,2,2018-08-28,18,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
172551,4,1,2018-08-28,2,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170936,4,1,2018-08-28,7,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
174022,7,2,2018-08-29,22,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
174022,8,2,2018-08-29,7,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
171979,5,1,2018-08-29,5,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
165811,5,1,2018-08-29,6,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
172671,6,1,2018-08-29,2,19.9,10.97,Hypermarket,Vídeňská,GNOCCHI 40% 500G SPINACI
176139,6,1,2018-08-29,2,214.0,142.0,Hypermarket,Vídeňská,"HRANOLKY B"" 1KG"""
172551,8,2,2018-08-29,24,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172551,5,1,2018-08-29,10,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
167108,5,1,2018-08-29,1,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
174022,5,1,2018-08-29,19,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
199219,5,1,2018-08-29,16,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
176139,7,2,2018-08-29,5,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
171979,7,2,2018-08-29,2,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
200838,5,1,2018-08-29,2,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
170069,4,1,2018-08-29,4,59.9,42.34,Hypermarket,Londýnská,JACOBS PORCE CAF.LATTÉ 250G
200838,8,2,2018-08-29,6,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
165954,7,2,2018-08-29,3,8.7,5.87,Supermarket,Pražská,LIPÁNEK UHT MLÉKO 250ML KAK
170295,6,1,2018-08-29,1,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
174022,4,1,2018-08-29,5,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
172551,6,1,2018-08-29,1,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170069,6,1,2018-08-29,1,59.9,42.34,Hypermarket,Vídeňská,JACOBS PORCE CAF.LATTÉ 250G
199219,4,1,2018-08-29,5,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
165811,6,1,2018-08-29,16,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
170069,7,2,2018-08-29,10,59.9,43.51,Supermarket,Pražská,JACOBS PORCE CAF.LATTÉ 250G
170069,5,1,2018-08-29,1,59.9,42.34,Hypermarket,Belgická,JACOBS PORCE CAF.LATTÉ 250G
167108,4,1,2018-08-29,1,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
199219,8,2,2018-08-29,5,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
170936,5,1,2018-08-29,9,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
171979,4,1,2018-08-29,3,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
171979,8,2,2018-08-29,3,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
171979,6,1,2018-08-29,4,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
165811,8,2,2018-08-29,2,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
172551,4,1,2018-08-29,11,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
167108,6,1,2018-08-29,5,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
172551,7,2,2018-08-29,6,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
199219,6,1,2018-08-29,6,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
170936,4,1,2018-08-29,6,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
170936,6,1,2018-08-29,10,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
167108,8,2,2018-08-29,1,26.9,18.58,Supermarket,Plzeňská,GRANINI NEKT.1l HRUŠKA 50%
199219,7,2,2018-08-29,8,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
170936,7,2,2018-08-29,9,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
170295,4,1,2018-08-29,5,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
200838,4,1,2018-08-29,1,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
199219,8,2,2018-08-30,10,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
169281,8,2,2018-08-30,3,21.9,15.46,Supermarket,Plzeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
170295,6,1,2018-08-30,2,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
170936,8,2,2018-08-30,13,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
172551,4,1,2018-08-30,11,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,5,1,2018-08-30,11,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
176139,7,2,2018-08-30,7,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
169281,6,1,2018-08-30,2,21.9,15.31,Hypermarket,Vídeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
199219,7,2,2018-08-30,11,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
165811,5,1,2018-08-30,2,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
170295,5,1,2018-08-30,4,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
171979,4,1,2018-08-30,7,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
170069,8,2,2018-08-30,2,59.9,43.51,Supermarket,Plzeňská,JACOBS PORCE CAF.LATTÉ 250G
172551,5,1,2018-08-30,23,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
199219,6,1,2018-08-30,13,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
172551,8,2,2018-08-30,9,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,7,2,2018-08-30,6,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
165811,7,2,2018-08-30,17,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
167108,4,1,2018-08-30,2,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
165811,6,1,2018-08-30,37,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
170069,4,1,2018-08-30,3,59.9,42.34,Hypermarket,Londýnská,JACOBS PORCE CAF.LATTÉ 250G
199219,5,1,2018-08-30,13,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
167108,5,1,2018-08-30,5,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
171979,6,1,2018-08-30,2,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
200838,5,1,2018-08-30,3,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
170936,5,1,2018-08-30,5,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
169281,4,1,2018-08-30,1,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
171979,8,2,2018-08-30,2,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
174022,8,2,2018-08-30,2,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
174022,4,1,2018-08-30,14,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
165811,8,2,2018-08-30,2,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
200838,4,1,2018-08-30,3,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
167108,8,2,2018-08-30,2,26.9,18.58,Supermarket,Plzeňská,GRANINI NEKT.1l HRUŠKA 50%
176139,5,1,2018-08-30,4,214.0,142.0,Hypermarket,Belgická,"HRANOLKY B"" 1KG"""
171979,7,2,2018-08-30,7,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
172551,6,1,2018-08-30,8,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
167108,6,1,2018-08-30,4,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
170069,5,1,2018-08-30,1,59.9,42.34,Hypermarket,Belgická,JACOBS PORCE CAF.LATTÉ 250G
200838,8,2,2018-08-30,4,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
170936,6,1,2018-08-30,3,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
172551,7,2,2018-08-30,11,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,7,2,2018-08-30,15,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
176139,8,2,2018-08-30,1,197.0,142.0,Supermarket,Plzeňská,"HRANOLKY B"" 1KG"""
172671,4,1,2018-08-30,2,19.9,10.97,Hypermarket,Londýnská,GNOCCHI 40% 500G SPINACI
170936,7,2,2018-08-30,6,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
176139,6,1,2018-08-30,3,214.0,142.0,Hypermarket,Vídeňská,"HRANOLKY B"" 1KG"""
167108,7,2,2018-08-30,1,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
170295,4,1,2018-08-30,10,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
199219,4,1,2018-08-30,11,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
165811,4,1,2018-08-30,32,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
200838,6,1,2018-08-30,6,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
171979,5,1,2018-08-30,5,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
167108,7,2,2018-08-31,2,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
167108,6,1,2018-08-31,2,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
171979,8,2,2018-08-31,2,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
